startingAirport,destinationAirport,isBasicEconomy,isNonStop,AirlineCode,transferAirport,departureTime,arrivalTime,totalFlightTime,elapsedDays,totalTravelDistance,fareBasisCode,baseFare,totalFare
12,11,False,False,32,121,1650236580,1650293460,26760,1,2877,162,538.61,612.71
11,15,False,False,30,4,1650233580,1650264000,26640,0,2731,17,665.12,738.6
4,5,False,False,56,167,1650197820,1650214560,13500,0,1039,254,293.02,338.6
9,0,False,False,39,63,1650245100,1650274560,18480,1,2034,33,214.32,253.99
4,5,False,True,23,164,1650212400,1650221940,9540,0,995,124,288.37,324.6
6,7,False,False,56,35,1650225600,1650244620,13080,0,1089,176,233.49,274.6
14,3,False,False,7,68,1650191940,1650223980,21120,0,1948,180,322.79,370.6
7,4,False,False,30,4,1650226140,1650253740,15300,0,1266,188,384.19,436.6
0,12,False,False,30,232,1650197400,1650224880,22080,0,2175,83,422.33,477.61
11,6,False,False,30,4,1650238200,1650257940,14640,1,1358,16,572.09,638.6
0,5,False,True,23,164,1650223380,1650230100,6720,0,604,193,450.23,498.6
10,9,False,False,56,63,1650191400,1650221340,24960,0,2469,324,506.05,567.6
2,6,False,True,4,164,1650221280,1650227580,6300,0,545,339,213.95,243.1
4,2,False,False,7,11,1650217200,1650234480,13620,0,1213,55,213.95,253.6
15,9,False,True,23,164,1650225600,1650230400,4800,0,339,191,292.09,328.6
12,1,False,False,14,224,1650202200,1650255480,29880,1,3257,363,703.25,789.69
2,5,False,True,4,164,1650234000,1650240600,6600,0,505,178,403.72,447.1
6,15,False,True,46,164,1650211200,1650232500,21300,0,2566,324,506.05,558.6
13,6,True,False,30,155,1650193200,1650219000,15120,0,1350,309,141.4,175.61
4,2,False,False,30,4,1650193200,1650216720,11760,0,953,190,423.26,478.61
13,8,False,False,53,56,1650193200,1650226200,11760,0,815,254,467.9,532.19
1,2,False,True,4,164,1650227700,1650236460,8760,0,728,114,392.56,436.6
12,10,True,False,32,126,1650236580,1650292140,27300,1,2956,295,305.12,361.7
15,1,False,False,30,72,1650224760,1650257460,23040,1,2705,122,322.79,370.6
1,4,False,False,7,167,1650200940,1650228660,19860,0,1661,330,221.4,261.61
2,8,False,False,53,167,1650209400,1650232560,16980,0,1312,256,426.04,480.09
13,11,False,True,4,164,1650197100,1650207660,10560,0,1192,334,171.16,198.6
3,4,False,False,56,103,1650224100,1650242400,13440,0,1109,343,174.88,211.6
1,9,False,True,4,164,1650189720,1650212400,22680,0,2606,138,372.56,415.1
13,12,False,False,30,232,1650240600,1650265020,20220,0,1839,83,386.05,438.6
15,12,False,False,30,119,1650200400,1650233460,9480,0,677,121,357.2,413.19
3,11,False,False,30,4,1650200400,1650229380,16800,0,1803,231,322.79,370.6
1,2,False,False,7,167,1650189600,1650211440,18420,0,1454,114,392.56,445.6
9,5,False,False,56,80,1650220200,1650253080,27660,0,2943,244,310.7,357.6
10,11,False,False,56,167,1650196800,1650221280,20760,0,1912,256,301.4,347.61
5,9,False,False,30,232,1650233700,1650264120,20520,0,2060,162,322.79,370.6
6,11,False,True,20,164,1650233400,1650245160,11760,0,1104,72,287.44,323.6
2,10,False,False,21,25,1650213000,1650234240,13380,0,913,328,306.31,351.38
0,15,False,True,23,164,1650224700,1650243840,19140,0,2135,193,506.05,558.6
12,1,False,False,37,241,1650200220,1650252420,32400,0,3394,121,535.82,609.71
4,1,False,True,4,164,1650204360,1650217560,13200,0,1556,330,221.4,252.61
2,1,False,True,4,164,1650196560,1650204060,7500,0,728,227,78.14,97.1
3,8,False,False,53,167,1650197400,1650219660,17040,0,1623,325,658.6,731.6
15,11,False,False,7,119,1650201660,1650228360,24120,0,2678,159,268.84,312.6
9,5,False,False,7,68,1650220200,1650244920,19740,0,2233,332,322.79,370.6
0,15,False,False,56,103,1650218520,1650246300,24060,0,2332,320,496.74,557.6
3,8,False,False,7,68,1650214260,1650238020,20340,0,2030,53,180.47,217.61
13,0,False,True,23,164,1650227340,1650234180,6840,0,600,86,273.49,308.6
0,8,False,True,4,164,1650200400,1650208500,8100,0,762,205,194.42,223.6
6,9,False,False,7,167,1650207000,1650236040,26040,0,2465,154,313.49,360.6
12,15,False,False,35,119,1650204600,1650242460,10500,0,677,237,407.44,467.2
2,0,False,True,23,164,1650204000,1650208560,4560,0,228,193,357.21,397.1
1,11,False,False,35,80,1650231000,1650254340,17040,0,1289,191,537.68,601.61
7,4,False,False,7,43,1650191400,1650213360,16260,0,1257,332,262.33,304.11
3,1,False,False,7,114,1650261540,1650287520,17880,1,1806,206,306.05,352.6
5,13,False,True,46,164,1650217020,1650222720,5700,0,240,340,155.35,181.6
13,15,False,False,30,232,1650221100,1650244440,19620,0,1850,121,313.49,360.6
0,13,False,False,30,155,1650194100,1650214440,14640,0,1249,162,163.72,199.6
13,4,False,False,56,103,1650199500,1650227820,15000,0,1166,345,213.95,253.6
15,5,False,False,30,4,1650261540,1650287220,22920,1,2739,88,506.05,567.6
15,11,False,True,4,164,1650226380,1650246600,20220,0,2582,159,268.84,303.6
0,7,False,False,7,43,1650193200,1650215820,10620,0,555,113,413.02,466.1
3,1,False,False,30,4,1650200400,1650223560,18960,0,2154,121,278.14,322.6
4,7,False,False,8,265,1650212100,1650237720,16860,0,1271,55,399.07,457.1
5,4,False,True,4,164,1650217260,1650228180,10920,0,995,330,288.37,324.6
2,5,False,True,23,164,1650188640,1650194880,6240,0,505,19,403.72,447.1
7,6,False,False,30,4,1650226140,1650243180,14280,0,1303,14,450.23,507.6
5,6,False,False,56,167,1650189600,1650211920,12960,0,960,99,217.67,257.6
6,9,False,True,46,164,1650191400,1650213420,22020,0,2458,201,747.91,818.6
12,7,False,False,32,242,1650216300,1650252180,28020,0,2779,17,674.42,753.1
6,12,False,False,58,176,1650191520,1650238200,29220,0,2559,249,651.16,728.1
15,0,False,False,56,80,1650254400,1650285840,27780,1,3328,253,322.79,370.6
4,6,False,True,20,164,1650208560,1650220860,12300,0,1380,2,205.58,235.6
11,2,False,False,56,80,1650193200,1650222120,18000,0,1649,255,574.89,641.61
6,15,False,True,46,164,1650204900,1650226800,21900,0,2566,354,318.14,356.6
12,5,False,False,30,119,1650220800,1650246420,20820,0,2323,233,394.42,447.6
0,3,False,True,38,164,1650250740,1650263220,12480,1,1207,31,111.05,133.98
5,6,False,False,30,4,1650189600,1650208440,14580,0,1366,167,217.67,257.6
13,6,True,True,46,164,1650222720,1650231000,8280,0,720,286,141.4,166.61
3,6,False,False,7,68,1650221160,1650247200,19020,0,2030,178,366.51,417.6
0,4,False,True,23,164,1650226800,1650235260,8460,0,725,167,174.88,202.6
9,13,False,False,17,4,1650213000,1650239580,22680,0,2543,391,1334.88,1458.6
2,3,False,False,30,114,1650226680,1650256980,24840,0,2166,231,262.33,304.11
15,3,False,False,7,68,1650200400,1650232440,20400,0,2118,330,213.95,253.6
9,10,False,False,56,167,1650261540,1650295140,21720,1,2465,346,322.79,370.6
2,0,False,False,32,74,1650188640,1650215460,15660,0,1115,121,436.28,495.6
14,5,False,False,56,167,1650191100,1650214560,13260,0,912,95,227.91,268.6
0,5,False,True,23,164,1650249780,1650256440,6660,1,604,193,450.23,498.6
14,9,False,False,7,111,1650218400,1650253800,24360,0,2398,177,322.79,370.6
6,3,False,True,46,164,1650246300,1650262560,16260,1,1621,91,366.51,408.6
1,6,False,False,21,167,1650200940,1650232740,18000,0,1582,400,204.66,243.61
9,8,False,True,20,164,1650200400,1650220320,19920,0,2458,69,327.44,366.6
7,9,False,True,46,164,1650231000,1650250800,19800,0,2295,383,228.84,260.6
9,1,False,False,56,103,1650264600,1650300000,24480,1,2962,381,267.91,311.6
0,14,False,True,4,164,1650223080,1650230520,7440,0,667,180,305.12,342.6
10,5,False,True,23,164,1650189600,1650196260,6660,0,485,124,217.67,248.6
3,1,False,False,56,103,1650211200,1650245880,22080,0,2478,352,278.14,322.6
1,5,False,False,7,167,1650223800,1650251220,15600,0,1102,334,174.88,211.6
3,4,False,False,30,232,1650229200,1650248580,14520,0,1372,231,247.44,289.6
13,4,False,False,30,4,1650216540,1650236040,14640,0,1325,80,305.12,351.6
5,0,False,False,30,113,1650200160,1650223920,12840,0,1102,237,582.33,649.61
5,11,False,False,21,114,1650208500,1650233040,18120,0,1589,260,550.02,614.87
3,5,False,True,46,164,1650214260,1650224580,10320,0,1142,343,262.33,296.61
9,8,False,True,20,164,1650265140,1650284880,19740,1,2458,69,327.44,366.6
15,2,False,False,16,12,1650245400,1650303120,24540,1,2536,292,524.66,597.71
1,6,False,False,7,167,1650200940,1650232740,18000,0,1582,57,256.75,299.61
15,14,False,False,7,167,1650200640,1650232800,22200,0,2519,187,385.12,437.6
3,10,False,False,7,68,1650221160,1650252600,19200,0,2030,53,180.47,217.61
3,6,False,False,7,43,1650217800,1650240840,18300,0,1891,178,366.51,416.1
3,14,False,False,30,155,1650233580,1650252420,15900,0,1671,231,322.79,370.6
1,11,False,False,56,167,1650189600,1650221280,21360,0,2054,325,432.56,488.6
4,0,False,True,23,164,1650232620,1650240300,7680,0,725,236,245.58,278.6
2,13,False,False,7,138,1650209400,1650237300,17040,0,1265,54,174.88,210.1
11,3,False,False,56,80,1650228300,1650262560,27540,1,2725,247,322.79,370.6
13,10,False,True,20,164,1650205800,1650213600,7800,0,720,330,141.4,166.61
11,15,False,False,30,114,1650195000,1650253740,35640,0,3670,126,563.72,635.2
6,0,False,False,7,43,1650217380,1650236520,10800,0,773,152,264.19,306.1
11,13,False,False,30,4,1650228420,1650249900,13920,0,1196,16,479.07,538.6
11,7,False,False,56,80,1650207420,1650226140,15660,0,1325,201,840.93,927.6
6,12,False,False,12,225,1650236700,1650301740,32640,1,3070,292,839.44,936.1
1,11,False,True,20,164,1650200340,1650213000,12660,0,1260,50,598.02,657.47
4,2,False,True,4,164,1650202500,1650211560,9060,0,930,117,440.0,487.6
13,10,False,False,21,25,1650195720,1650215820,13200,0,1047,401,207.44,246.6
3,1,False,True,46,164,1650259200,1650273360,14160,1,1763,352,278.14,313.6
3,1,False,False,7,68,1650214260,1650240300,20460,0,2206,152,278.14,322.6
6,13,False,True,20,164,1650195900,1650205380,9480,0,720,4,199.07,228.6
2,9,False,False,7,167,1650208800,1650243120,24120,0,2337,329,322.79,369.1
2,4,False,False,5,22,1650193800,1650234060,20760,0,994,55,679.02,766.65
5,3,False,False,30,4,1650189600,1650221700,19380,0,1811,232,262.33,305.61
1,11,False,False,7,167,1650212460,1650243120,21300,0,2054,114,375.81,427.6
0,10,False,False,7,68,1650189900,1650221940,20880,0,2105,336,171.16,207.6
7,1,False,False,7,43,1650231000,1650249120,13260,0,1055,51,155.35,189.1
10,1,False,False,56,94,1650237000,1650254220,11220,0,627,323,292.09,337.6
5,2,False,False,30,4,1650219600,1650235080,11460,0,832,390,543.26,607.61
5,13,False,True,4,164,1650210300,1650215220,4920,0,240,273,155.35,181.6
2,9,False,False,7,68,1650210720,1650237660,22800,0,2168,329,322.79,369.1
14,4,False,False,7,11,1650199320,1650220740,19020,0,1610,151,262.33,305.61
5,14,False,False,58,96,1650238620,1650284880,17880,1,1077,256,413.03,477.71
1,3,False,False,56,167,1650228840,1650255480,20460,0,1765,244,320.93,368.6
12,4,False,False,37,241,1650216300,1650253200,22020,0,2025,233,538.6,607.1
9,1,False,False,56,63,1650196800,1650224640,22620,0,2611,351,315.35,362.6
8,11,False,False,7,194,1650226500,1650246600,16380,0,1345,52,172.09,208.6
10,1,False,False,56,167,1650196800,1650219600,18420,0,1582,255,379.54,431.61
15,7,False,False,8,170,1650263940,1650315240,27900,1,2766,337,322.79,375.1
2,14,False,True,38,164,1650239640,1650245760,6120,0,449,68,222.68,252.48
2,5,False,True,23,164,1650202380,1650209040,6660,0,505,19,403.72,447.1
12,1,False,False,37,240,1650240900,1650284640,26220,1,2743,233,594.42,672.7
12,11,False,False,30,232,1650216300,1650254820,22500,1,2674,233,612.09,687.2
0,12,False,False,11,219,1650225900,1650264540,28080,0,2850,143,826.04,911.59
15,13,False,False,56,80,1650264600,1650305640,29280,1,3286,248,313.49,360.6
3,8,False,False,7,43,1650217800,1650247620,18420,0,1891,53,180.47,216.11
3,11,False,False,30,4,1650229800,1650249660,16560,0,1803,190,441.86,498.6
9,2,False,False,56,167,1650265140,1650304500,22440,1,2337,97,621.4,697.21
5,15,False,False,30,155,1650218700,1650263340,21780,0,2119,19,919.07,1017.2
3,2,False,False,56,80,1650196800,1650222120,20040,0,2166,253,296.74,342.6
9,5,False,False,15,80,1650216000,1650248400,25800,0,2943,175,619.53,689.6
3,4,False,True,38,164,1650211140,1650218160,7020,0,650,150,165.94,192.99
13,9,False,True,46,164,1650238140,1650253920,15780,0,1745,247,322.79,361.6
5,8,False,False,58,96,1650238620,1650280860,16560,1,982,256,464.19,532.7
5,11,False,False,56,80,1650228780,1650253440,18900,0,1589,95,358.14,408.6
1,15,False,True,23,164,1650198900,1650223680,24780,0,2698,17,608.37,668.6
2,8,False,False,53,167,1650191400,1650232560,17160,0,1312,256,426.04,485.69
5,3,False,False,7,68,1650217260,1650246300,18180,0,1645,152,262.33,305.61
6,5,False,False,7,43,1650230580,1650247260,13500,0,1050,339,264.19,306.1
13,10,False,True,20,164,1650234600,1650241800,7200,0,720,330,141.4,166.61
8,5,False,True,4,164,1650198540,1650206160,7620,0,485,103,240.93,273.6
13,15,False,False,7,43,1650197400,1650231300,27720,0,2884,156,313.49,359.1
9,10,False,False,7,167,1650209400,1650241800,21960,0,2465,178,327.44,375.6
9,14,False,False,30,72,1650230700,1650255780,21300,1,2432,232,322.79,370.6
15,2,False,False,15,114,1650204000,1650246840,28980,0,3111,363,675.35,749.6
15,11,False,False,30,4,1650261540,1650287400,23100,1,2731,189,422.33,477.61
0,11,False,True,23,164,1650243120,1650249660,6540,0,596,237,217.67,248.6
2,13,False,True,4,164,1650233520,1650241500,7980,0,592,54,174.88,201.1
10,14,False,False,7,56,1650211200,1650228600,8820,0,348,159,491.16,551.6
2,10,False,True,20,164,1650217440,1650223560,6120,0,545,69,357.21,397.1
13,10,False,False,7,111,1650205440,1650221940,11220,0,822,52,141.4,175.61
3,4,False,False,30,155,1650216360,1650235440,15660,0,1547,121,213.95,253.6
13,11,False,False,7,56,1650214440,1650235320,16920,0,1517,334,171.16,207.6
13,11,False,False,7,111,1650219300,1650243060,14160,0,1193,334,171.16,207.6
8,9,False,False,27,94,1650221700,1650252180,26340,0,2516,232,672.55,746.59
8,0,False,True,4,164,1650223800,1650233700,9900,0,762,105,347.98,388.68
9,5,False,False,30,111,1650259500,1650280740,17940,1,2052,81,691.17,766.61
7,9,False,False,7,43,1650207120,1650241080,24480,0,2448,337,228.84,268.1
10,0,False,True,4,164,1650236700,1650246600,9900,0,762,152,227.91,259.6
14,9,False,False,7,68,1650225420,1650261420,26400,0,2536,177,322.79,370.6
7,5,False,False,7,43,1650217800,1650240600,11820,0,832,52,155.35,189.1
14,3,False,False,56,103,1650189600,1650226560,22560,0,2205,247,322.79,370.6
15,11,False,False,7,119,1650201660,1650233040,24300,0,2678,159,268.84,312.6
11,10,False,True,20,164,1650229200,1650239880,10680,0,1104,224,273.49,308.6
9,8,False,False,7,151,1650223080,1650257940,30780,1,3443,178,327.44,375.6
6,12,False,False,30,232,1650232500,1650265020,26100,0,2558,234,488.38,548.61
2,9,False,False,30,232,1650234900,1650264360,24180,0,2314,121,322.79,369.1
10,0,False,False,56,167,1650200340,1650229260,17040,0,1320,318,329.3,377.6
15,7,False,False,30,114,1650221100,1650252180,26220,0,2787,190,479.07,538.6
6,1,False,True,23,164,1650226800,1650231480,4680,0,185,84,152.56,178.6
14,2,False,True,4,164,1650205140,1650211320,6180,0,449,118,380.47,423.61
13,10,False,True,4,164,1650245400,1650253140,7740,0,720,52,141.4,166.61
10,9,False,False,7,68,1650199080,1650228840,26100,0,2595,119,451.16,508.6
7,0,False,False,7,68,1650194280,1650223680,19860,0,1902,153,226.98,267.6
1,3,False,False,7,167,1650205320,1650230160,20400,0,1765,152,278.14,322.6
14,13,False,False,30,72,1650189600,1650203220,11160,0,687,121,213.95,253.6
12,10,False,False,19,224,1650202200,1650245040,30840,0,3115,363,578.6,650.1
11,0,False,False,56,167,1650226920,1650255300,19920,1,1792,256,463.26,521.61
3,12,False,False,53,119,1650212400,1650249540,13680,0,1186,256,472.55,537.19
0,5,False,False,30,163,1650198480,1650217560,11220,0,963,121,512.56,574.6
9,6,False,False,56,167,1650208500,1650236340,23280,0,2465,354,327.44,375.6
13,4,False,True,4,164,1650202560,1650211800,9240,0,799,332,213.95,244.6
11,14,False,False,56,80,1650228300,1650246420,14160,0,1201,255,546.98,611.6
3,0,False,False,7,68,1650200400,1650223680,14460,0,1375,152,262.33,305.61
5,9,False,False,56,63,1650227460,1650257880,21240,0,1990,244,310.7,357.6
5,2,False,False,56,80,1650228780,1650252960,14640,0,1030,347,200.0,238.6
15,14,False,False,30,72,1650199200,1650231120,22020,0,2530,233,376.74,428.6
4,14,False,False,7,20,1650204180,1650231900,13800,0,1301,151,262.33,305.61
5,8,False,True,20,164,1650192600,1650198720,6120,0,485,260,217.67,248.6
5,3,False,False,9,168,1650210300,1650240900,18120,0,1285,273,483.07,538.4
13,8,False,False,7,43,1650222000,1650247620,13920,0,1137,52,141.4,174.11
14,5,False,False,56,167,1650191100,1650207420,13380,0,912,95,227.91,268.6
3,6,False,False,7,68,1650214260,1650247200,19440,0,2030,178,366.51,417.6
2,5,False,False,7,68,1650210720,1650244920,19980,0,1925,272,155.35,189.1
0,9,False,False,30,155,1650249600,1650300600,23640,1,2442,193,853.95,947.2
15,5,False,False,7,68,1650200400,1650228840,22140,0,2463,275,322.79,370.6
13,9,False,False,7,68,1650215400,1650244860,21000,0,2037,180,322.79,370.6
4,14,False,False,7,18,1650211800,1650231420,14340,0,1364,151,262.33,305.61
2,1,True,True,23,164,1650231300,1650240240,8940,0,728,295,78.14,97.1
9,5,False,True,23,164,1650258000,1650273420,15420,1,1985,88,496.74,548.6
15,5,False,False,30,219,1650216420,1650249060,23700,0,2606,88,506.05,567.6
0,10,False,True,38,164,1650196260,1650204000,7740,0,762,305,166.87,193.99
2,9,False,False,30,4,1650230820,1650261300,21600,0,2147,80,350.7,399.1
9,1,False,True,23,164,1650206700,1650226620,19920,0,2606,122,315.35,353.6
8,2,False,False,7,167,1650224640,1650243840,16980,0,1312,52,328.38,376.61
13,4,False,True,4,164,1650226500,1650235620,9120,0,799,332,213.95,244.6
15,0,False,False,32,126,1650200400,1650247380,23520,0,2302,311,397.21,460.7
10,0,False,False,56,94,1650237000,1650254340,11280,0,762,318,329.3,377.6
2,8,False,True,20,164,1650233220,1650240000,6780,0,545,69,357.21,397.1
5,0,False,False,30,145,1650224700,1650248880,15060,0,1358,130,463.25,521.59
10,0,False,True,23,164,1650205740,1650215280,9540,0,762,88,310.7,348.6
5,6,False,False,7,43,1650196800,1650214380,13440,0,1050,62,217.67,256.1
13,4,False,True,46,164,1650217920,1650227640,9720,0,799,345,213.95,244.6
10,4,False,True,4,164,1650229200,1650243780,14580,0,1380,334,180.47,208.61
15,11,False,False,56,63,1650196800,1650224700,23160,0,2670,382,268.84,312.6
0,6,False,True,4,164,1650195000,1650202740,7740,0,762,137,199.07,228.6
9,15,False,True,10,164,1650260100,1650265140,5040,0,339,175,155.35,181.6
1,11,False,False,7,167,1650223800,1650256500,21780,1,2054,182,301.4,347.61
13,0,True,True,23,164,1650193200,1650199980,6780,0,600,296,117.21,140.6
1,13,False,True,4,164,1650200940,1650211740,10800,0,862,182,293.02,329.6
0,3,False,False,56,94,1650202200,1650227760,20820,0,2014,97,357.21,407.6
1,10,False,True,4,164,1650229200,1650234240,5040,0,185,395,254.22,287.89
11,13,False,False,30,138,1650225060,1650252420,21360,0,1824,16,479.07,538.6
11,13,False,False,30,114,1650195000,1650220380,20760,0,1824,16,479.07,538.6
15,11,False,False,7,167,1650263940,1650294060,25860,1,3039,159,268.84,312.6
2,9,False,False,30,232,1650234900,1650264120,23220,0,2298,231,322.79,369.1
3,7,False,False,56,103,1650217680,1650242640,19380,0,2079,343,571.16,637.6
10,5,False,False,7,167,1650220200,1650238500,14940,0,960,154,227.91,268.6
2,9,False,False,56,63,1650199320,1650223860,21960,0,2173,244,322.79,369.1
0,6,True,True,46,164,1650244980,1650253320,8340,0,762,370,175.81,203.6
7,12,False,False,58,64,1650197820,1650249540,27660,0,2659,253,540.46,614.7
6,13,False,True,4,164,1650207000,1650216900,9900,0,720,154,264.19,298.6
2,6,False,False,56,167,1650191400,1650218820,17220,0,1312,99,213.95,252.1
1,3,False,False,30,114,1650189600,1650216000,21120,0,1806,121,278.14,322.6
13,5,False,False,7,68,1650189600,1650214140,18300,0,1794,273,155.35,190.6
3,8,False,False,53,111,1650211200,1650240480,17100,0,1640,256,640.0,711.6
3,15,False,True,46,164,1650239940,1650249900,9960,0,954,46,468.84,518.6
6,4,False,True,20,164,1650223860,1650238260,14400,0,1380,2,205.58,235.6
3,8,False,False,53,151,1650210900,1650251460,25320,0,2820,247,568.37,640.2
15,1,False,False,7,119,1650220320,1650252600,25500,0,2945,154,306.98,353.6
8,4,False,True,23,164,1650198000,1650213120,15120,0,1380,234,226.98,258.6
13,5,False,True,23,164,1650196800,1650201480,4680,0,240,167,155.35,181.6
10,2,False,True,4,164,1650236340,1650244260,7920,0,545,178,357.21,398.6
15,9,False,True,46,164,1650261720,1650266700,4980,1,351,345,155.35,181.6
10,14,False,False,7,205,1650245340,1650280980,11400,1,773,334,376.75,434.21
10,4,False,False,39,4,1650206700,1650230580,18540,0,1487,389,553.87,619.01
15,0,False,False,30,119,1650200400,1650227520,20040,0,2282,122,682.79,757.6
14,0,False,True,38,164,1650218040,1650226200,8160,0,701,68,222.68,253.98
8,5,False,False,37,61,1650201300,1650229860,17700,0,1055,232,434.41,495.09
2,3,False,False,56,94,1650217320,1650240420,19440,0,1800,353,262.33,304.11
9,6,False,False,56,145,1650261720,1650292440,26520,1,3163,284,398.14,451.6
5,3,False,True,46,164,1650227460,1650239880,12420,0,1142,343,262.33,296.61
10,7,False,True,46,164,1650189600,1650194580,4980,0,221,393,868.84,948.6
4,7,False,False,8,254,1650249120,1650315240,18180,1,1451,54,526.51,605.3
8,9,False,True,4,164,1650209340,1650232080,22740,0,2458,78,487.44,538.6
9,10,False,False,7,43,1650261600,1650287040,22920,1,2666,178,327.44,374.1
7,10,False,False,53,43,1650198000,1650216960,13260,0,872,256,546.98,610.1
12,14,False,False,32,132,1650204600,1650252420,27000,0,2850,80,384.19,441.1
7,9,False,False,30,232,1650194700,1650222900,23460,0,2410,231,369.3,420.6
5,1,False,False,56,80,1650232740,1650248640,12300,0,670,373,143.26,177.61
6,15,False,False,30,72,1650189600,1650220560,24840,0,2568,13,694.88,770.6
14,3,False,False,7,167,1650207000,1650230160,18720,0,1575,180,322.79,370.6
1,6,False,False,7,167,1650189600,1650214980,18120,0,1582,57,256.75,299.61
5,10,False,True,20,164,1650198780,1650205200,6420,0,485,2,217.67,248.6
15,5,False,False,32,235,1650240840,1650306360,27000,1,2863,132,433.49,499.7
8,9,False,False,11,227,1650194400,1650228000,29100,0,2905,210,640.0,711.6
3,13,False,False,30,4,1650200400,1650232140,17580,0,1807,162,213.95,253.6
0,15,False,False,21,84,1650189600,1650222540,29400,0,3162,270,547.91,612.6
5,8,False,True,20,164,1650208500,1650214680,6180,0,485,260,217.67,248.6
14,4,False,False,56,80,1650219600,1650239160,16620,0,1477,315,402.79,456.6
11,15,False,False,30,114,1650208980,1650253740,36000,0,3670,17,665.12,738.6
13,0,False,True,46,164,1650222060,1650229260,7200,0,600,287,117.21,140.6
10,12,False,False,32,9,1650217500,1650265020,30840,0,2937,16,702.33,783.11
3,5,False,False,7,68,1650200400,1650228840,16560,0,1645,152,262.33,305.61
2,5,False,False,7,167,1650227040,1650251220,12900,0,832,272,155.35,189.1
6,4,False,False,56,103,1650188640,1650212220,18420,0,1652,254,310.7,357.6
0,9,False,False,56,63,1650200400,1650225120,20880,0,2055,95,395.35,448.6
1,3,False,False,7,167,1650200940,1650230160,20460,0,1765,152,278.14,322.6
5,4,False,False,56,103,1650228240,1650253200,15960,0,1328,340,262.33,305.61
13,15,False,False,39,63,1650216900,1650265380,20100,1,1857,1,516.66,584.61
5,12,False,False,30,232,1650198300,1650224880,21780,0,2074,233,394.42,447.6
11,3,False,False,39,145,1650190200,1650216300,19260,0,1748,1,512.01,574.01
9,0,False,False,7,68,1650228000,1650253980,18840,0,1963,329,322.79,370.6
2,15,False,False,21,114,1650215280,1650253080,30540,0,3111,8,307.91,353.1
14,10,False,False,7,167,1650194880,1650216960,16380,0,1392,54,328.38,376.61
11,13,False,False,30,4,1650233580,1650257940,14220,0,1196,16,479.07,538.6
15,10,False,False,7,68,1650216060,1650247800,24120,0,2848,60,305.12,351.6
5,3,False,False,7,68,1650187800,1650217620,18780,0,1645,152,262.33,305.61
14,8,False,False,53,167,1650204600,1650248040,16920,0,1392,256,435.34,497.19
13,3,False,False,30,4,1650205800,1650229380,18300,0,1807,162,213.95,253.6
2,14,False,False,30,72,1650215280,1650231120,12240,0,952,17,441.86,497.1
13,15,False,True,46,164,1650229560,1650246180,16620,0,1847,248,313.49,351.6
13,9,False,False,30,4,1650216540,1650251100,23520,0,2519,121,322.79,370.6
6,14,False,False,7,167,1650207000,1650232800,17100,0,1392,62,328.38,376.61
15,5,False,False,56,80,1650260700,1650293400,27480,1,3051,253,322.79,370.6
2,14,False,False,7,167,1650227040,1650253260,15240,0,1264,51,155.35,189.1
15,3,False,False,7,68,1650207600,1650232440,20280,0,2118,153,273.49,317.6
3,6,False,True,46,164,1650196800,1650209820,13020,0,1621,91,366.51,408.6
15,14,False,False,7,119,1650246900,1650276780,24360,1,2736,151,315.35,362.6
9,2,False,False,7,167,1650206700,1650237000,21540,0,2337,329,322.79,370.6
9,2,False,False,7,11,1650204000,1650234480,20340,0,2266,329,322.79,370.6
1,9,False,False,30,155,1650189600,1650221400,26220,0,2656,234,385.12,437.6
9,7,False,True,46,164,1650256560,1650274140,17580,1,2295,319,459.53,508.6
15,6,False,False,56,103,1650182100,1650211080,25440,0,3060,354,318.14,365.6
5,11,False,False,8,178,1650193200,1650237240,19920,0,1454,217,261.4,314.71
9,1,False,True,20,164,1650209400,1650229500,20100,0,2606,229,315.35,353.6
11,0,False,False,56,167,1650194100,1650229260,19740,0,1792,97,474.42,539.2
9,13,False,False,17,94,1650257400,1650292980,25200,1,2889,175,565.58,631.6
4,10,False,False,7,266,1650209760,1650229680,14880,0,1409,53,157.21,192.6
5,3,False,False,56,80,1650232740,1650262560,23460,1,2106,343,262.33,305.61
1,15,False,False,7,114,1650221100,1650253080,28920,0,2751,182,355.35,405.6
8,15,False,True,23,164,1650193140,1650217200,24060,0,2566,232,318.14,356.6
5,9,False,False,56,63,1650227460,1650253320,21420,0,1990,95,395.35,448.6
1,3,False,False,7,68,1650190920,1650217620,23700,0,2206,152,278.14,322.6
2,4,False,False,30,4,1650189600,1650208800,12720,0,953,121,260.47,302.11
0,8,False,True,4,164,1650235800,1650244380,8580,0,762,205,194.42,223.6
3,1,False,True,46,164,1650210600,1650224640,14040,0,1763,352,278.14,313.6
0,9,False,False,56,63,1650228240,1650253320,20820,0,2055,323,469.77,528.6
10,12,False,False,58,176,1650193200,1650238200,29340,0,2559,256,658.6,736.1
5,4,False,False,30,4,1650189600,1650217200,15840,0,1329,124,288.37,333.6
11,13,False,False,21,25,1650215400,1650250320,22440,0,2122,223,280.93,325.6
12,15,False,False,35,119,1650204600,1650221460,10860,0,677,237,612.09,681.6
0,4,False,True,4,164,1650213060,1650222000,8940,0,725,330,174.88,202.6
9,7,False,True,10,164,1650257400,1650274920,17520,1,2295,175,357.21,398.6
